machine,device,dataset_name,epochs,batch_size,image_size,num_train_samples,num_test_samples,total_train_time,time_per_epoch,model,test_accuracy
Apple M2 Pro,mps,cifar10,3,32,224,50000,10000,233.878,77.959,TinyVGG,0.43720047923322686
