machine,device,dataset_name,epochs,batch_size,image_size,num_train_samples,num_test_samples,total_train_time,time_per_epoch,model,test_accuracy
Apple M2 Pro,cpu,cifar10,3,32,224,50000,10000,3073.16,1024.387,TinyVGG,0.4385982428115016
